Township,Township Direction,Range,Range Direction,STATEABBR,PRINMERCD,PRINMER,PLSSID,Bounding Box
026,N,008,E,MI,19,Michigan Meridian,MI190260N0080E0,"-83.5252864, 44.59748828, -83.40224458, 44.68496103"
026,N,009,E,MI,19,Michigan Meridian,MI190260N0090E0,"-83.40327001, 44.59807438, -83.28069229, 44.68536501"
026,N,007,E,MI,19,Michigan Meridian,MI190260N0070E0,"-83.64652186, 44.59612447, -83.52361879, 44.68400295"
026,N,013,W,MI,19,Michigan Meridian,MI190260N0130W0,"-85.93805187, 44.60011582, -85.8171466, 44.68950727"
026,N,020,W,MN,46,46,MN460260N0200W0,"-92.86292268, 44.74659897, -92.80387352, 44.77587116"
026,N,021,W,MN,46,46,MN460260N0210W0,"-92.98142135, 44.75989749, -92.86286121, 44.77564224"
026,N,022,W,MN,46,46,MN460260N0220W0,"-93.00713537, 44.77422428, -92.99563129, 44.7755617"
026,N,026,W,NE,6,6th Meridian,NE060260N0260W0,"-100.4015731, 42.17306764, -100.2840571, 42.26131211"
026,N,044,W,NE,6,6th Meridian,NE060260N0440W0,"-102.5093062, 42.18369261, -102.390001, 42.27221488"
026,N,041,W,NE,6,6th Meridian,NE060260N0410W0,"-102.1590237, 42.18278707, -102.0390749, 42.26971635"
026,N,058,W,NE,6,6th Meridian,NE060260N0580W0,"-104.0528772, 42.17380991, -104.0322363, 42.26098154"
026,N,011,W,NE,6,6th Meridian,NE060260N0110W0,"-98.65117837, 42.17550549, -98.53431629, 42.2629972"
026,N,019,W,NE,6,6th Meridian,NE060260N0190W0,"-99.58495467, 42.1732547, -99.46793933, 42.26035395"
026,N,045,W,NE,6,6th Meridian,NE060260N0450W0,"-102.6282874, 42.18239875, -102.5088316, 42.27207041"
026,N,002,E,NE,6,6th Meridian,NE060260N0020E0,"-97.25179357, 42.17746986, -97.13459313, 42.26452958"
026,N,031,W,NE,6,6th Meridian,NE060260N0310W0,"-100.9856315, 42.17556017, -100.8675363, 42.26347261"
026,N,051,W,NE,6,6th Meridian,NE060260N0510W0,"-103.3271638, 42.17679807, -103.2093248, 42.26477528"
026,N,017,W,NE,6,6th Meridian,NE060260N0170W0,"-99.35126775, 42.17384116, -99.2344754, 42.26136891"
026,N,047,W,NE,6,6th Meridian,NE060260N0470W0,"-102.8662485, 42.17841025, -102.7410022, 42.27163855"
026,N,015,W,NE,6,6th Meridian,NE060260N0150W0,"-99.11820511, 42.17515669, -99.00145176, 42.26217812"
026,N,004,W,NE,6,6th Meridian,NE060260N0040W0,"-97.83496671, 42.17676156, -97.71770413, 42.26417373"
026,N,014,W,NE,6,6th Meridian,NE060260N0140W0,"-99.0015433, 42.17518526, -98.88445957, 42.26292138"
026,N,013,W,NE,6,6th Meridian,NE060260N0130W0,"-98.88569331, 42.17527186, -98.76799283, 42.26292138"
026,N,027,W,NE,6,6th Meridian,NE060260N0270W0,"-100.517745, 42.17425969, -100.4007925, 42.26232656"
026,N,040,W,NE,6,6th Meridian,NE060260N0400W0,"-102.0400283, 42.18307441, -101.9151985, 42.27123744"
026,N,024,W,NE,6,6th Meridian,NE060260N0240W0,"-100.1676919, 42.17204092, -100.0509791, 42.25964167"
026,N,034,W,NE,6,6th Meridian,NE060260N0340W0,"-101.3340574, 42.17755211, -101.2152992, 42.26433635"
026,N,023,W,NE,6,6th Meridian,NE060260N0230W0,"-100.0512351, 42.17201295, -99.93416929, 42.25931525"
026,N,036,W,NE,6,6th Meridian,NE060260N0360W0,"-101.5645631, 42.17805388, -101.4486411, 42.26888983"
026,N,003,E,NE,6,6th Meridian,NE060260N0030E0,"-97.13475472, 42.17739722, -97.01766773, 42.26461374"
026,N,049,W,NE,6,6th Meridian,NE060260N0490W0,"-103.0923883, 42.17610697, -102.974843, 42.2634875"
026,N,003,W,NE,6,6th Meridian,NE060260N0030W0,"-97.71789718, 42.17719837, -97.60114378, 42.26427601"
026,N,008,W,NE,6,6th Meridian,NE060260N0080W0,"-98.30060585, 42.17585332, -98.18414176, 42.26286159"
026,N,028,W,NE,6,6th Meridian,NE060260N0280W0,"-100.6344493, 42.17492075, -100.5170692, 42.26273803"
026,N,030,W,NE,6,6th Meridian,NE060260N0300W0,"-100.8676755, 42.17556017, -100.7507285, 42.26277168"
026,N,056,W,NE,6,6th Meridian,NE060260N0560W0,"-103.9153382, 42.1746711, -103.7976438, 42.26205159"
026,N,018,W,NE,6,6th Meridian,NE060260N0180W0,"-99.46840995, 42.17331888, -99.35103643, 42.26060449"
026,N,005,W,NE,6,6th Meridian,NE060260N0050W0,"-97.95127718, 42.17633401, -97.83480626, 42.26376098"
026,N,032,W,NE,6,6th Meridian,NE060260N0320W0,"-101.1021136, 42.17643244, -100.9849155, 42.26534874"
026,N,025,W,NE,6,6th Meridian,NE060260N0250W0,"-100.2848488, 42.17269075, -100.1675195, 42.25990868"
026,N,050,W,NE,6,6th Meridian,NE060260N0500W0,"-103.2097612, 42.17610697, -103.092087, 42.2638358"
026,N,010,W,NE,6,6th Meridian,NE060260N0100W0,"-98.5346232, 42.17584502, -98.41685356, 42.26302228"
026,N,054,W,NE,6,6th Meridian,NE060260N0540W0,"-103.6795479, 42.17706622, -103.5615613, 42.26449384"
026,N,039,W,NE,6,6th Meridian,NE060260N0390W0,"-101.9156247, 42.18383672, -101.7982277, 42.27209587"
026,N,037,W,NE,6,6th Meridian,NE060260N0370W0,"-101.6820698, 42.18020435, -101.5637515, 42.27129513"
026,N,052,W,NE,6,6th Meridian,NE060260N0520W0,"-103.4443332, 42.17725965, -103.3269282, 42.26477528"
026,N,021,W,NE,6,6th Meridian,NE060260N0210W0,"-99.81817834, 42.17262201, -99.70125307, 42.25997812"
026,N,048,W,NE,6,6th Meridian,NE060260N0480W0,"-102.9750711, 42.17603643, -102.8611356, 42.26726448"
026,N,029,W,NE,6,6th Meridian,NE060260N0290W0,"-100.75125, 42.17592384, -100.6335285, 42.2628935"
026,N,012,W,NE,6,6th Meridian,NE060260N0120W0,"-98.7688157, 42.17550549, -98.65068855, 42.26282198"
026,N,055,W,NE,6,6th Meridian,NE060260N0550W0,"-103.7979922, 42.17478214, -103.6784312, 42.26427383"
026,N,007,W,NE,6,6th Meridian,NE060260N0070W0,"-98.18439275, 42.17593132, -98.06736828, 42.26295255"
026,N,033,W,NE,6,6th Meridian,NE060260N0330W0,"-101.2161252, 42.1773305, -101.1019272, 42.26534874"
026,N,035,W,NE,6,6th Meridian,NE060260N0350W0,"-101.4497321, 42.17618719, -101.3325378, 42.26645323"
026,N,001,W,NE,6,6th Meridian,NE060260N0010W0,"-97.48480302, 42.17755925, -97.36778233, 42.26483313"
026,N,020,W,NE,6,6th Meridian,NE060260N0200W0,"-99.70186161, 42.17321165, -99.58451809, 42.26035374"
026,N,009,W,NE,6,6th Meridian,NE060260N0090W0,"-98.41750246, 42.17568725, -98.30028492, 42.26291947"
026,N,002,W,NE,6,6th Meridian,NE060260N0020W0,"-97.60140378, 42.17723206, -97.48442926, 42.2644308"
026,N,006,W,NE,6,6th Meridian,NE060260N0060W0,"-98.06777974, 42.17607024, -97.95092155, 42.26318637"
026,N,046,W,NE,6,6th Meridian,NE060260N0460W0,"-102.7473661, 42.18124949, -102.6279954, 42.27206826"
026,N,042,W,NE,6,6th Meridian,NE060260N0420W0,"-102.2749135, 42.18278707, -102.1570845, 42.27078807"
026,N,043,W,NE,6,6th Meridian,NE060260N0430W0,"-102.3928113, 42.18348534, -102.272803, 42.27221488"
026,N,004,E,NE,6,6th Meridian,NE060260N0040E0,"-97.01793, 42.17747439, -96.90057442, 42.26453084"
026,N,057,W,NE,6,6th Meridian,NE060260N0570W0,"-104.0325518, 42.17380991, -103.9145614, 42.26199553"
026,N,016,W,NE,6,6th Meridian,NE060260N0160W0,"-99.23456416, 42.17441357, -99.11758867, 42.26206695"
026,N,022,W,NE,6,6th Meridian,NE060260N0220W0,"-99.93462421, 42.17244336, -99.81777804, 42.25965533"
026,N,053,W,NE,6,6th Meridian,NE060260N0530W0,"-103.562601, 42.17718022, -103.4437873, 42.26435971"
026,N,001,E,NE,6,6th Meridian,NE060260N0010E0,"-97.36799219, 42.17746986, -97.25132052, 42.26483313"
026,N,038,W,NE,6,6th Meridian,NE060260N0380W0,"-101.7988823, 42.1822152, -101.6813712, 42.27195479"
026,N,005,E,NE,6,6th Meridian,NE060260N0050E0,"-96.90111316, 42.17697937, -96.78382325, 42.26430423"
026,N,006,E,NE,6,6th Meridian,NE060260N0060E0,"-96.78439145, 42.17708944, -96.66773705, 42.26421652"
026,N,007,E,NE,6,6th Meridian,NE060260N0070E0,"-96.66792494, 42.17686676, -96.55067524, 42.2640496"
026,N,008,E,NE,6,6th Meridian,NE060260N0080E0,"-96.55096002, 42.17661048, -96.4628126, 42.26383346"
026,N,009,E,NE,6,6th Meridian,NE060260N0090E0,"-96.46289949, 42.17663687, -96.3465038, 42.26340853"
026,N,010,E,NE,6,6th Meridian,NE060260N0100E0,"-96.34651063, 42.23382914, -96.32931771, 42.26293676"
026,N,017,E,WI,46,Extended Fourth Meridian,WI460260N0170E0,"-88.48660955, 44.67448852, -88.36280096, 44.76673059"
026,N,023,E,WI,46,Extended Fourth Meridian,WI460260N0230E0,"-87.73668, 44.67572606, -87.64092289, 44.76362469"
026,N,020,W,WI,46,Extended Fourth Meridian,WI460260N0200W0,"-92.82296563, 44.72015615, -92.74098375, 44.77594691"
026,N,025,E,WI,46,Extended Fourth Meridian,WI460260N0250E0,"-87.51959874, 44.67514741, -87.39746628, 44.76265268"
026,N,012,W,WI,46,Extended Fourth Meridian,WI460260N0120W0,"-91.8931838, 44.68370993, -91.77163825, 44.77122778"
026,N,010,W,WI,46,Extended Fourth Meridian,WI460260N0100W0,"-91.65034318, 44.68342297, -91.5285682, 44.770978"
026,N,003,W,WI,46,Extended Fourth Meridian,WI460260N0030W0,"-90.80094757, 44.68370691, -90.67907097, 44.77115508"
026,N,018,E,WI,46,Extended Fourth Meridian,WI460260N0180E0,"-88.36546641, 44.67233554, -88.2423099, 44.76678829"
026,N,003,E,WI,46,Extended Fourth Meridian,WI460260N0030E0,"-90.19893821, 44.68502098, -90.07941926, 44.77197703"
026,N,002,W,WI,46,Extended Fourth Meridian,WI460260N0020W0,"-90.67962629, 44.68350657, -90.55746606, 44.7705135"
026,N,020,E,WI,46,Extended Fourth Meridian,WI460260N0200E0,"-88.13130682, 44.67683295, -88.00912735, 44.7647623"
026,N,018,W,WI,46,Extended Fourth Meridian,WI460260N0180W0,"-92.61947545, 44.6886622, -92.49711127, 44.77604378"
026,N,005,E,WI,46,Extended Fourth Meridian,WI460260N0050E0,"-89.96422531, 44.68463576, -89.84498901, 44.772003"
026,N,004,E,WI,46,Extended Fourth Meridian,WI460260N0040E0,"-90.07956921, 44.68499829, -89.96406653, 44.77197683"
026,N,008,W,WI,46,Extended Fourth Meridian,WI460260N0080W0,"-91.407456, 44.6830463, -91.28567529, 44.77120891"
026,N,014,W,WI,46,Extended Fourth Meridian,WI460260N0140W0,"-92.13630454, 44.68398117, -92.01390713, 44.77167009"
026,N,006,E,WI,46,Extended Fourth Meridian,WI460260N0060E0,"-89.84536926, 44.6848194, -89.72647238, 44.77178121"
026,N,024,E,WI,46,Extended Fourth Meridian,WI460260N0240E0,"-87.6413262, 44.67520725, -87.51920707, 44.76325634"
026,N,001,W,WI,46,Extended Fourth Meridian,WI460260N0010W0,"-90.55760846, 44.68342091, -90.43489483, 44.77025606"
026,N,014,E,WI,46,Extended Fourth Meridian,WI460260N0140E0,"-88.85869008, 44.67890994, -88.7361851, 44.7680676"
026,N,010,E,WI,46,Extended Fourth Meridian,WI460260N0100E0,"-89.34637387, 44.68126402, -89.22382383, 44.76960363"
026,N,015,W,WI,46,Extended Fourth Meridian,WI460260N0150W0,"-92.25706796, 44.6843893, -92.1349843, 44.7718837"
026,N,009,W,WI,46,Extended Fourth Meridian,WI460260N0090W0,"-91.52882696, 44.68323286, -91.40715466, 44.77118969"
026,N,021,E,WI,46,Extended Fourth Meridian,WI460260N0210E0,"-88.01015029, 44.67755618, -87.93481078, 44.76477866"
026,N,012,E,WI,46,Extended Fourth Meridian,WI460260N0120E0,"-89.10295495, 44.6798231, -88.98157492, 44.76833612"
026,N,004,W,WI,46,Extended Fourth Meridian,WI460260N0040W0,"-90.92177481, 44.68330768, -90.80040924, 44.77115508"
026,N,009,E,WI,46,Extended Fourth Meridian,WI460260N0090E0,"-89.49087292, 44.68136534, -89.3458117, 44.7726603"
026,N,005,W,WI,46,Extended Fourth Meridian,WI460260N0050W0,"-91.04399038, 44.68318244, -90.9211391, 44.77083716"
026,N,011,W,WI,46,Extended Fourth Meridian,WI460260N0110W0,"-91.77187923, 44.68358026, -91.64989169, 44.77069746"
026,N,013,E,WI,46,Extended Fourth Meridian,WI460260N0130E0,"-88.98195116, 44.67963002, -88.85810785, 44.7682941"
026,N,011,E,WI,46,Extended Fourth Meridian,WI460260N0110E0,"-89.22447666, 44.68045034, -89.10255308, 44.76912258"
026,N,015,E,WI,46,Extended Fourth Meridian,WI460260N0150E0,"-88.73659589, 44.67822854, -88.60517092, 44.76782"
026,N,019,E,WI,46,Extended Fourth Meridian,WI460260N0190E0,"-88.25233019, 44.6722741, -88.13061962, 44.76678829"
026,N,016,W,WI,46,Extended Fourth Meridian,WI460260N0160W0,"-92.37583637, 44.68538158, -92.25656243, 44.77549285"
026,N,002,E,WI,46,Extended Fourth Meridian,WI460260N0020E0,"-90.31692289, 44.68509776, -90.1980206, 44.7719796"
026,N,013,W,WI,46,Extended Fourth Meridian,WI460260N0130W0,"-92.01440412, 44.68382861, -91.89273108, 44.77151621"
026,N,006,W,WI,46,Extended Fourth Meridian,WI460260N0060W0,"-91.16535772, 44.68336835, -91.0435675, 44.77148628"
026,N,007,E,WI,46,Extended Fourth Meridian,WI460260N0070E0,"-89.72749532, 44.68491036, -89.60801757, 44.77191219"
026,N,008,E,WI,46,Extended Fourth Meridian,WI460260N0080E0,"-89.60882343, 44.68546654, -89.48985087, 44.7726603"
026,N,026,E,WI,46,Extended Fourth Meridian,WI460260N0260E0,"-87.39765696, 44.67553194, -87.3246805, 44.76282442"
026,N,017,W,WI,46,Extended Fourth Meridian,WI460260N0170W0,"-92.49727922, 44.68864716, -92.37560807, 44.77583706"
026,N,007,W,WI,46,Extended Fourth Meridian,WI460260N0070W0,"-91.28607002, 44.68330988, -91.16505385, 44.77145117"
026,N,016,E,WI,46,Extended Fourth Meridian,WI460260N0160E0,"-88.60898383, 44.6774948, -88.4841579, 44.76741114"
026,N,001,E,WI,46,Extended Fourth Meridian,WI460260N0010E0,"-90.43544197, 44.68352254, -90.31628052, 44.77188542"
026,N,019,W,WI,46,Extended Fourth Meridian,WI460260N0190W0,"-92.74117383, 44.68859031, -92.6188551, 44.77606724"
027,N,001,W,IL,4,4th Meridian,IL040270N0010W0,"-90.4677682, 42.33278239, -90.42499074, 42.37473374"
027,N,003,W,IL,3,3rd Meridian,IL030270N0030W0,"-89.50327977, 40.7474599, -89.387845, 40.83545464"
027,N,011,E,IL,4,4th Meridian,IL040270N0110E0,"-89.28237275, 42.2895116, -89.17346174, 42.37818949"
027,N,006,E,IL,3,3rd Meridian,IL030270N0060E0,"-88.58511732, 40.75765236, -88.46884263, 40.8467665"
027,N,004,E,IL,3,3rd Meridian,IL030270N0040E0,"-88.81480626, 40.75494663, -88.69930144, 40.84409666"
027,N,005,E,IL,3,3rd Meridian,IL030270N0050E0,"-88.7000405, 40.75640028, -88.58415177, 40.84512818"
027,N,008,E,IL,4,4th Meridian,IL040270N0080E0,"-89.6330231, 42.2867624, -89.5134163, 42.37434246"
027,N,010,E,IL,4,4th Meridian,IL040270N0100E0,"-89.39815998, 42.2887001, -89.28220451, 42.37595755"
027,N,003,E,IL,4,4th Meridian,IL040270N0030E0,"-90.22109974, 42.2838807, -90.09740532, 42.37207125"
027,N,002,E,IL,4,4th Meridian,IL040270N0020E0,"-90.34005573, 42.28373286, -90.21667779, 42.37206965"
027,N,013,W,IL,2,2nd Meridian,IL020270N0130W0,"-87.88428458, 40.76947309, -87.76768751, 40.86004715"
027,N,004,W,IL,3,3rd Meridian,IL030270N0040W0,"-89.56361039, 40.74757762, -89.50305773, 40.83570519"
027,N,009,E,IL,3,3rd Meridian,IL030270N0090E0,"-88.2423749, 40.76209703, -88.12560821, 40.85137834"
027,N,003,E,IL,3,3rd Meridian,IL030270N0030E0,"-88.93068733, 40.75326636, -88.81447602, 40.84259178"
027,N,005,E,IL,4,4th Meridian,IL040270N0050E0,"-89.98174487, 42.28350674, -89.8623517, 42.37177824"
027,N,006,E,IL,4,4th Meridian,IL040270N0060E0,"-89.86471271, 42.2839046, -89.7483859, 42.37193206"
027,N,002,E,IL,3,3rd Meridian,IL030270N0020E0,"-89.04665796, 40.75114089, -88.92932735, 40.84048362"
027,N,001,W,IL,3,3rd Meridian,IL030270N0010W0,"-89.2741052, 40.74845099, -89.15754625, 40.83872452"
027,N,009,E,IL,4,4th Meridian,IL040270N0090E0,"-89.51499705, 42.2874652, -89.39741404, 42.37520843"
027,N,012,W,IL,2,2nd Meridian,IL020270N0120W0,"-87.76911813, 40.77231635, -87.65266885, 40.86227406"
027,N,007,E,IL,4,4th Meridian,IL040270N0070E0,"-89.74989461, 42.2851184, -89.6317825, 42.3742304"
027,N,010,E,IL,3,3rd Meridian,IL030270N0100E0,"-88.12820919, 40.76338099, -88.01213007, 40.85340783"
027,N,007,E,IL,3,3rd Meridian,IL030270N0070E0,"-88.47000412, 40.75936382, -88.3536919, 40.8478543"
027,N,002,W,IL,3,3rd Meridian,IL030270N0020W0,"-89.38910279, 40.74809347, -89.27322436, 40.83666176"
027,N,004,E,IL,4,4th Meridian,IL040270N0040E0,"-90.10211738, 42.28357483, -89.97868935, 42.37206679"
027,N,011,E,IL,3,3rd Meridian,IL030270N0110E0,"-88.01444022, 40.76554733, -87.99680104, 40.85383793"
027,N,010,W,IL,2,2nd Meridian,IL020270N0100W0,"-87.53971026, 40.77746076, -87.5257089, 40.8651563"
027,N,011,W,IL,2,2nd Meridian,IL020270N0110W0,"-87.6535999, 40.77462981, -87.53746401, 40.86488026"
027,N,001,E,IL,4,4th Meridian,IL040270N0010E0,"-90.43041247, 42.28386066, -90.334587, 42.37267864"
027,N,014,W,IL,2,2nd Meridian,IL020270N0140W0,"-87.99946633, 40.76662261, -87.88260756, 40.85746532"
027,N,001,E,IL,3,3rd Meridian,IL030270N0010E0,"-89.15929532, 40.75034783, -89.04459229, 40.83872452"
027,N,008,E,IL,3,3rd Meridian,IL030270N0080E0,"-88.35543778, 40.76069347, -88.23963141, 40.8491155"
027,N,010,W,IN,2,2nd Meridian,IN020270N0100W0,"-87.52603316, 40.73693647, -87.49127956, 40.82268209"
027,N,009,W,IN,2,2nd Meridian,IN020270N0090W0,"-87.49151906, 40.73658274, -87.381731, 40.82266269"
027,N,002,E,IN,2,2nd Meridian,IN020270N0020E0,"-86.35478747, 40.73648019, -86.242211, 40.82283585"
027,N,008,W,IN,2,2nd Meridian,IN020270N0080W0,"-87.38221642, 40.73658274, -87.26733966, 40.82250804"
027,N,001,E,IN,2,2nd Meridian,IN020270N0010E0,"-86.4682313, 40.7354709, -86.3540741, 40.82286535"
027,N,015,E,IN,2,2nd Meridian,IN020270N0150E0,"-84.88067452, 40.74600468, -84.80219959, 40.83466026"
027,N,007,W,IN,2,2nd Meridian,IN020270N0070W0,"-87.26772199, 40.73665228, -87.15363201, 40.82283777"
027,N,004,W,IN,2,2nd Meridian,IN020270N0040W0,"-86.93026768, 40.73611976, -86.81416101, 40.82615731"
027,N,006,E,IN,2,2nd Meridian,IN020270N0060E0,"-85.9039381, 40.73756967, -85.78999727, 40.82523333"
027,N,008,E,IN,2,2nd Meridian,IN020270N0080E0,"-85.67960974, 40.7398293, -85.56314072, 40.82829217"
027,N,009,E,IN,2,2nd Meridian,IN020270N0090E0,"-85.56468385, 40.74151526, -85.44981246, 40.83015856"
027,N,004,E,IN,2,2nd Meridian,IN020270N0040E0,"-86.12939685, 40.73631713, -86.0149594, 40.82268596"
027,N,007,E,IN,2,2nd Meridian,IN020270N0070E0,"-85.79133581, 40.73910929, -85.67753612, 40.82662138"
027,N,005,E,IN,2,2nd Meridian,IN020270N0050E0,"-86.01672244, 40.73705592, -85.9025139, 40.82405194"
027,N,014,E,IN,2,2nd Meridian,IN020270N0140E0,"-84.99594859, 40.74437619, -84.87958249, 40.83324627"
027,N,005,W,IN,2,2nd Meridian,IN020270N0050W0,"-87.04224849, 40.73584615, -86.92862288, 40.82391498"
027,N,013,E,IN,2,2nd Meridian,IN020270N0130E0,"-85.10896537, 40.74262788, -84.99486431, 40.83215442"
027,N,003,W,IN,2,2nd Meridian,IN020270N0030W0,"-86.8146777, 40.73702887, -86.69655693, 40.82615731"
027,N,003,E,IN,2,2nd Meridian,IN020270N0030E0,"-86.24225566, 40.73710408, -86.12907455, 40.82259468"
027,N,006,W,IN,2,2nd Meridian,IN020270N0060W0,"-87.154305, 40.73612908, -87.04132757, 40.8233683"
027,N,001,W,IN,2,2nd Meridian,IN020270N0010W0,"-86.58168472, 40.73533478, -86.46789587, 40.82486655"
027,N,012,E,IN,2,2nd Meridian,IN020270N0120E0,"-85.22296354, 40.74240281, -85.10828173, 40.83028189"
027,N,010,E,IN,2,2nd Meridian,IN020270N0100E0,"-85.45096618, 40.74199424, -85.33499094, 40.8307016"
027,N,011,E,IN,2,2nd Meridian,IN020270N0110E0,"-85.33548321, 40.74198895, -85.22260619, 40.8307016"
027,N,002,W,IN,2,2nd Meridian,IN020270N0020W0,"-86.69703787, 40.73569268, -86.58036466, 40.82524477"
027,N,008,E,MI,19,Michigan Meridian,MI190270N0080E0,"-83.52625738, 44.68400295, -83.40327001, 44.77142451"
027,N,010,E,MI,19,Michigan Meridian,MI190270N0100E0,"-83.28163595, 44.68536497, -83.26069433, 44.72938246"
027,N,004,E,MI,19,Michigan Meridian,MI190270N0040E0,"-84.01005215, 44.68168115, -83.88817477, 44.76936118"
027,N,009,W,MI,19,Michigan Meridian,MI190270N0090W0,"-85.45544711, 44.68511505, -85.33300451, 44.77285653"
027,N,002,E,MI,19,Michigan Meridian,MI190270N0020E0,"-84.25194399, 44.68122911, -84.13018921, 44.76875587"
027,N,008,W,MI,19,Michigan Meridian,MI190270N0080W0,"-85.33342388, 44.68479988, -85.21154949, 44.77275031"
027,N,009,E,MI,19,Michigan Meridian,MI190270N0090E0,"-83.40484021, 44.68496103, -83.28100628, 44.77375363"
027,N,015,W,MI,19,Michigan Meridian,MI190270N0150W0,"-86.17931111, 44.69004595, -86.05738562, 44.77828896"
027,N,007,W,MI,19,Michigan Meridian,MI190270N0070W0,"-85.21205223, 44.68467997, -85.09227506, 44.77229462"
027,N,013,W,MI,19,Michigan Meridian,MI190270N0130W0,"-85.93787716, 44.68875184, -85.81511653, 44.77841601"
027,N,016,W,MI,19,Michigan Meridian,MI190270N0160W0,"-86.26068722, 44.69166236, -86.17900823, 44.72094001"
027,N,001,E,MI,19,Michigan Meridian,MI190270N0010E0,"-84.37211059, 44.68094472, -84.25129246, 44.76890976"
027,N,011,W,MI,19,Michigan Meridian,MI190270N0110W0,"-85.69685344, 44.68623481, -85.57488615, 44.77543829"
027,N,001,W,MI,19,Michigan Meridian,MI190270N0010W0,"-84.48644806, 44.68254114, -84.37165907, 44.77038908"
027,N,005,E,MI,19,Michigan Meridian,MI190270N0050E0,"-83.88857759, 44.68250853, -83.7661312, 44.77009754"
027,N,003,W,MI,19,Michigan Meridian,MI190270N0030W0,"-84.72688244, 44.68439541, -84.60429399, 44.77153496"
027,N,002,W,MI,19,Michigan Meridian,MI190270N0020W0,"-84.60623222, 44.68385705, -84.48398817, 44.77074843"
027,N,012,W,MI,19,Michigan Meridian,MI190270N0120W0,"-85.81737179, 44.68700455, -85.69435642, 44.77543829"
027,N,007,E,MI,19,Michigan Meridian,MI190270N0070E0,"-83.6473252, 44.68279002, -83.5252864, 44.77092789"
027,N,014,W,MI,19,Michigan Meridian,MI190270N0140W0,"-86.05911487, 44.68918044, -85.93716204, 44.77873582"
027,N,006,W,MI,19,Michigan Meridian,MI190270N0060W0,"-85.09400867, 44.68409369, -84.96980792, 44.77178516"
027,N,006,E,MI,19,Michigan Meridian,MI190270N0060E0,"-83.76772955, 44.68273398, -83.64558816, 44.77026307"
027,N,003,E,MI,19,Michigan Meridian,MI190270N0030E0,"-84.13109413, 44.68122911, -84.00961961, 44.76880783"
027,N,010,W,MI,19,Michigan Meridian,MI190270N0100W0,"-85.57520975, 44.68555664, -85.45510176, 44.77422723"
027,N,005,W,MI,19,Michigan Meridian,MI190270N0050W0,"-84.97187339, 44.68416313, -84.84734803, 44.77139624"
027,N,004,W,MI,19,Michigan Meridian,MI190270N0040W0,"-84.85007902, 44.68460546, -84.725326, 44.77153496"
027,N,020,W,MN,46,46,MN460270N0200W0,"-92.86295384, 44.775517, -92.76858308, 44.86194359"
027,N,021,W,MN,46,46,MN460270N0210W0,"-92.98401611, 44.77548874, -92.86243138, 44.86202258"
027,N,022,W,MN,46,46,MN460270N0220W0,"-93.10618605, 44.77555828, -92.98360757, 44.86190898"
027,N,023,W,MN,46,46,MN460270N0230W0,"-93.22784718, 44.77566401, -93.10601829, 44.86200682"
027,N,024,W,MN,46,46,MN460270N0240W0,"-93.35066, 44.77561242, -93.22738754, 44.86196229"
027,N,013,W,NE,6,6th Meridian,NE060270N0130W0,"-98.88574862, 42.26262377, -98.7688157, 42.3500898"
027,N,003,W,NE,6,6th Meridian,NE060270N0030W0,"-97.71786529, 42.26413155, -97.60104676, 42.35124813"
027,N,017,W,NE,6,6th Meridian,NE060270N0170W0,"-99.35194728, 42.26052054, -99.2343795, 42.34842029"
027,N,058,W,NE,6,6th Meridian,NE060270N0580W0,"-104.0528772, 42.26087363, -104.0325518, 42.3479053"
027,N,027,W,NE,6,6th Meridian,NE060270N0270W0,"-100.5173071, 42.26131211, -100.4004671, 42.34923207"
027,N,029,W,NE,6,6th Meridian,NE060270N0290W0,"-100.7512632, 42.26256312, -100.6330862, 42.34999464"
027,N,028,W,NE,6,6th Meridian,NE060270N0280W0,"-100.6335285, 42.26232656, -100.5170548, 42.34969172"
027,N,016,W,NE,6,6th Meridian,NE060270N0160W0,"-99.23450352, 42.26136891, -99.11820511, 42.34896034"
027,N,005,W,NE,6,6th Meridian,NE060270N0050W0,"-97.95127718, 42.26318637, -97.83435088, 42.35062351"
027,N,045,W,NE,6,6th Meridian,NE060270N0450W0,"-102.6328182, 42.2717157, -102.5089148, 42.35818682"
027,N,015,W,NE,6,6th Meridian,NE060270N0150W0,"-99.11883191, 42.26198499, -99.00145145, 42.34906969"
027,N,036,W,NE,6,6th Meridian,NE060270N0360W0,"-101.5742226, 42.26645323, -101.4497321, 42.35512553"
027,N,018,W,NE,6,6th Meridian,NE060270N0180W0,"-99.46876801, 42.26015427, -99.35126775, 42.34760101"
027,N,022,W,NE,6,6th Meridian,NE060270N0220W0,"-99.93495443, 42.25923141, -99.81817834, 42.34669126"
027,N,042,W,NE,6,6th Meridian,NE060270N0420W0,"-102.2767889, 42.26907089, -102.158459, 42.35794155"
027,N,004,W,NE,6,6th Meridian,NE060270N0040W0,"-97.83480626, 42.26376098, -97.7176349, 42.35124813"
027,N,031,W,NE,6,6th Meridian,NE060270N0310W0,"-100.9855673, 42.26230613, -100.8675921, 42.35032418"
027,N,044,W,NE,6,6th Meridian,NE060270N0440W0,"-102.51443, 42.27128245, -102.390001, 42.35823445"
027,N,012,W,NE,6,6th Meridian,NE060270N0120W0,"-98.76907171, 42.26262377, -98.65117837, 42.34987623"
027,N,025,W,NE,6,6th Meridian,NE060270N0250W0,"-100.2849156, 42.25964164, -100.1674382, 42.34672295"
